AIRLINE,MONTH,DAY_OF_WEEK,TAXI_OUT,DEPARTURE_DELAY,DISTANCE,ARRIVAL_DELAY
"Hawaiian Airlines Inc.",12,3,6,0,100,-1
"Southwest Airlines Co.",12,5,8,6,237,-3
"Southwest Airlines Co.",8,2,7,-6,882,-15
"Atlantic Southeast Airlines",3,2,22,-2,317,7
"Delta Air Lines Inc.",3,4,10,-3,444,-8
"Atlantic Southeast Airlines",6,7,18,-6,463,-5
"Alaska Airlines Inc.",9,7,27,-17,1927,-9
"Southwest Airlines Co.",7,1,9,-2,281,-13
"Southwest Airlines Co.",8,7,14,15,1754,22
"Atlantic Southeast Airlines",6,1,24,-3,191,0
"Delta Air Lines Inc.",6,4,16,-5,366,-1
"American Airlines Inc.",12,5,11,-7,366,-24
"US Airways Inc.",4,6,22,0,325,1
"Virgin America",10,7,15,-2,414,-9
"JetBlue Airways",8,7,14,11,541,-12
"Skywest Airlines Inc.",10,4,13,58,118,46
"Skywest Airlines Inc.",4,5,15,-7,630,-13
"Skywest Airlines Inc.",10,7,10,31,637,15
"American Airlines Inc.",9,2,18,27,1562,8
"Atlantic Southeast Airlines",8,7,12,-7,595,-2
"Delta Air Lines Inc.",9,7,28,28,1995,35
"United Air Lines Inc.",5,5,15,55,2521,33
"Delta Air Lines Inc.",8,5,17,2,1089,-17
"Frontier Airlines Inc.",8,6,7,-7,862,-26
"United Air Lines Inc.",7,7,9,-3,403,-21
"Delta Air Lines Inc.",1,5,54,-5,235,3
"Delta Air Lines Inc.",2,3,23,-5,1671,-6
"Delta Air Lines Inc.",7,3,14,-3,1276,-7
"Southwest Airlines Co.",6,5,8,14,1450,3
"American Airlines Inc.",10,7,13,4,190,0
"American Airlines Inc.",5,5,21,-3,802,-18
"American Airlines Inc.",7,2,31,1,1235,11
"United Air Lines Inc.",12,5,13,125,967,131
"Southwest Airlines Co.",3,2,7,29,604,27
"Delta Air Lines Inc.",7,4,11,3,930,-2
"American Airlines Inc.",4,5,16,-6,583,-16
"Delta Air Lines Inc.",9,5,8,1,406,-7
"Delta Air Lines Inc.",4,1,13,3,1569,-1
"Skywest Airlines Inc.",12,4,29,-3,760,1
"Delta Air Lines Inc.",1,6,16,-4,983,-28
"Skywest Airlines Inc.",10,6,16,-7,455,-20
"Southwest Airlines Co.",8,3,13,68,1092,61
"Delta Air Lines Inc.",3,2,16,5,227,-2
"Delta Air Lines Inc.",5,1,20,0,594,-11
"Southwest Airlines Co.",5,3,9,16,861,9
"American Eagle Airlines Inc.",11,7,7,-9,135,-22
"Skywest Airlines Inc.",8,5,15,82,196,71
"Southwest Airlines Co.",6,1,9,-6,1105,-17
"American Airlines Inc.",7,7,16,-5,2615,-31
"Southwest Airlines Co.",3,2,8,-5,1237,7
"Skywest Airlines Inc.",6,6,26,-3,588,5
"Hawaiian Airlines Inc.",6,2,14,-8,163,-3
"American Eagle Airlines Inc.",4,6,7,-12,557,-30
"Atlantic Southeast Airlines",6,1,10,2,305,-12
"JetBlue Airways",9,4,29,168,266,161
"Hawaiian Airlines Inc.",6,2,6,-11,216,-13
"Southwest Airlines Co.",1,4,37,4,806,23
"American Eagle Airlines Inc.",3,2,40,99,888,124
"Southwest Airlines Co.",4,6,8,0,874,-11
"Atlantic Southeast Airlines",8,4,14,-8,363,-21
"Delta Air Lines Inc.",12,1,16,16,1145,2
"Atlantic Southeast Airlines",1,7,8,-2,501,-5
"Southwest Airlines Co.",1,6,7,1,390,1
"US Airways Inc.",4,3,41,-5,370,15
"Southwest Airlines Co.",6,7,10,-4,1546,-24
"Southwest Airlines Co.",3,2,11,-2,507,-12
"American Airlines Inc.",6,1,10,-3,247,-8
"American Airlines Inc.",4,4,17,-6,731,7
"Atlantic Southeast Airlines",3,5,37,-2,692,21
"Delta Air Lines Inc.",10,3,22,6,270,-1
"Delta Air Lines Inc.",12,2,11,-3,646,-18
"JetBlue Airways",5,2,16,115,1041,110
"American Airlines Inc.",3,4,10,-9,1197,-22
"American Airlines Inc.",7,4,94,-2,2475,57
"Atlantic Southeast Airlines",8,5,10,-1,383,-14
"Southwest Airlines Co.",12,2,9,-2,239,-4
"American Airlines Inc.",4,6,15,8,1121,-18
"United Air Lines Inc.",6,4,17,15,1190,-10
"Atlantic Southeast Airlines",4,2,16,-7,925,-10
"Delta Air Lines Inc.",1,3,16,-3,1310,-4
"United Air Lines Inc.",4,3,30,-1,1416,-15
"Atlantic Southeast Airlines",5,4,36,0,632,11
"American Airlines Inc.",8,2,30,-6,759,25
"Delta Air Lines Inc.",3,5,23,50,1183,52
"Delta Air Lines Inc.",2,7,26,35,350,36
"Hawaiian Airlines Inc.",7,6,9,-3,102,-2
"Southwest Airlines Co.",3,2,14,-4,407,-1
"Delta Air Lines Inc.",3,2,10,-2,444,-12
"US Airways Inc.",3,6,12,-3,861,-19
"Atlantic Southeast Airlines",6,3,21,36,468,30
"Atlantic Southeast Airlines",11,6,8,-10,351,-15
"Southwest Airlines Co.",5,6,20,-5,674,-23
"US Airways Inc.",2,1,19,-3,361,0
"Southwest Airlines Co.",11,1,9,1,1036,-9
"American Airlines Inc.",6,7,10,39,1102,25
"United Air Lines Inc.",5,7,18,-1,1558,-7
"Skywest Airlines Inc.",7,4,17,3,602,-2
"United Air Lines Inc.",1,4,12,7,1744,-27
"American Airlines Inc.",7,2,11,4,600,-9
"Delta Air Lines Inc.",2,3,18,-1,794,-12
"Delta Air Lines Inc.",4,3,7,47,666,12
"Skywest Airlines Inc.",11,3,11,-6,188,-5
"Southwest Airlines Co.",2,3,8,7,997,-4
"American Airlines Inc.",9,2,10,-6,204,-14
"Southwest Airlines Co.",7,3,7,84,325,79
"American Airlines Inc.",8,2,27,-2,2521,-2
"US Airways Inc.",5,1,16,-7,759,-4
"United Air Lines Inc.",5,4,13,-5,413,-17
"Delta Air Lines Inc.",7,1,13,-4,1008,-9
"Skywest Airlines Inc.",6,2,19,-1,606,-14
"JetBlue Airways",8,5,13,17,1069,2
"Virgin America",4,3,14,108,2704,98
"Skywest Airlines Inc.",8,5,21,-1,606,-11
"JetBlue Airways",5,7,15,16,2300,3
"US Airways Inc.",1,1,21,-1,328,3
"Delta Air Lines Inc.",7,7,13,-6,590,-17
"Southwest Airlines Co.",1,1,17,2,651,4
"United Air Lines Inc.",10,7,29,12,1005,4
"United Air Lines Inc.",11,5,24,-2,746,-2
"Southwest Airlines Co.",12,1,17,-6,547,-5
"Southwest Airlines Co.",1,6,12,-1,447,-11
"American Airlines Inc.",7,7,10,-6,2075,-29
"Skywest Airlines Inc.",1,6,24,-19,160,-5
"JetBlue Airways",2,5,26,0,1598,23
"American Airlines Inc.",11,3,18,6,1119,-6
"American Airlines Inc.",4,4,13,-5,606,-14
"Atlantic Southeast Airlines",8,7,13,-4,637,-14
"Southwest Airlines Co.",7,4,8,-2,1105,-12
"American Airlines Inc.",7,6,25,4,1389,-3
"American Airlines Inc.",8,1,10,4,899,-12
"Atlantic Southeast Airlines",12,6,17,-9,773,-2
"Virgin America",12,7,10,22,2343,8
"Southwest Airlines Co.",2,4,11,5,992,-2
"Southwest Airlines Co.",9,7,10,-5,1524,-28
"Delta Air Lines Inc.",1,2,18,-5,1598,-22
"Atlantic Southeast Airlines",8,6,9,-6,641,-18
"Delta Air Lines Inc.",11,4,17,-1,406,-5
"Alaska Airlines Inc.",10,6,19,32,1489,48
"American Airlines Inc.",8,6,23,0,1235,-12
"American Airlines Inc.",7,4,10,-3,1616,-16
"Spirit Air Lines",2,4,9,6,602,-2
"United Air Lines Inc.",10,6,10,4,854,-17
"Southwest Airlines Co.",6,2,24,-3,417,11
"Delta Air Lines Inc.",2,4,18,6,581,4
"Southwest Airlines Co.",4,6,15,-8,549,-8
"Southwest Airlines Co.",6,7,26,0,787,2
"Southwest Airlines Co.",6,6,10,51,1460,33
"Southwest Airlines Co.",10,5,7,-5,236,-11
"Delta Air Lines Inc.",4,3,19,-3,1306,-9
"Southwest Airlines Co.",6,1,12,26,601,26
"JetBlue Airways",12,2,9,10,1076,-11
"Spirit Air Lines",3,2,14,-10,852,-14
"American Airlines Inc.",8,4,18,-5,1171,7
"United Air Lines Inc.",10,7,18,13,1605,7
"American Eagle Airlines Inc.",5,6,27,-2,135,-13
"American Airlines Inc.",5,6,11,-4,1121,-3
"United Air Lines Inc.",12,4,16,-1,1034,-13
"Atlantic Southeast Airlines",2,5,16,-1,599,-2
"Delta Air Lines Inc.",3,7,15,-1,1426,19
"Virgin America",1,3,15,13,337,6
"Delta Air Lines Inc.",1,2,13,-4,526,-14
"Delta Air Lines Inc.",9,4,14,20,1671,5
"United Air Lines Inc.",12,7,37,-5,1440,12
"Skywest Airlines Inc.",2,2,28,-10,190,6
"JetBlue Airways",10,4,19,-2,899,3
"Skywest Airlines Inc.",12,1,15,-3,867,-22
"Virgin America",1,7,23,-4,1069,-9
"Skywest Airlines Inc.",9,3,7,-18,588,-19
"Southwest Airlines Co.",1,5,6,-3,255,-11
"Southwest Airlines Co.",6,6,6,12,192,6
"Skywest Airlines Inc.",7,1,15,-8,386,-5
"Delta Air Lines Inc.",11,2,13,0,153,-13
"Skywest Airlines Inc.",12,1,11,0,119,-2
"Alaska Airlines Inc.",2,5,9,-7,859,-6
"Delta Air Lines Inc.",11,3,30,238,425,238
"Skywest Airlines Inc.",7,5,15,-8,604,-7
"Southwest Airlines Co.",4,3,46,-6,666,5
"Delta Air Lines Inc.",8,6,11,-4,1199,-22
"United Air Lines Inc.",2,7,21,21,1440,26
"Southwest Airlines Co.",4,6,26,19,1050,14
"Southwest Airlines Co.",7,3,13,120,577,93
"Delta Air Lines Inc.",4,2,18,-7,134,-17
"Atlantic Southeast Airlines",6,7,10,39,565,26
"Hawaiian Airlines Inc.",6,7,8,-9,163,-10
"Delta Air Lines Inc.",10,5,21,4,2036,4
"Hawaiian Airlines Inc.",4,6,15,-5,102,1
"Atlantic Southeast Airlines",4,5,12,-5,501,-29
"Hawaiian Airlines Inc.",6,3,7,4,100,6
"Atlantic Southeast Airlines",4,2,10,86,1134,85
"American Airlines Inc.",9,2,16,-5,600,-8
"United Air Lines Inc.",12,2,28,17,2425,27
"Delta Air Lines Inc.",8,7,12,-3,1589,-2
"Spirit Air Lines",1,3,16,23,581,18
"JetBlue Airways",12,2,18,-7,1069,-12
"Hawaiian Airlines Inc.",2,6,9,-5,100,-5
"American Airlines Inc.",7,1,18,-5,731,2
"Delta Air Lines Inc.",3,4,19,1,356,-1
"Southwest Airlines Co.",1,1,13,6,1521,-3
"Delta Air Lines Inc.",8,4,11,102,731,79
"Southwest Airlines Co.",3,1,18,-5,197,-13
"Delta Air Lines Inc.",3,3,13,-1,588,-26
"American Airlines Inc.",1,2,7,-6,190,-14
"Skywest Airlines Inc.",10,4,15,-1,489,1
"Delta Air Lines Inc.",10,3,18,-1,1990,-19
"Skywest Airlines Inc.",8,6,11,-4,313,-22
"Skywest Airlines Inc.",2,5,12,-10,575,-19
"Delta Air Lines Inc.",10,3,9,20,991,9
"Skywest Airlines Inc.",12,2,18,-10,326,-10
"Atlantic Southeast Airlines",1,6,16,2,643,24
"United Air Lines Inc.",9,3,24,27,414,23
"Southwest Airlines Co.",9,3,16,-1,370,5
"Skywest Airlines Inc.",4,5,31,127,421,138
"Atlantic Southeast Airlines",2,3,15,-5,585,-2
"Atlantic Southeast Airlines",6,7,15,151,316,153
"American Airlines Inc.",1,7,24,-1,1121,-2
"Skywest Airlines Inc.",4,3,6,-10,238,-21
"United Air Lines Inc.",6,2,37,112,1605,150
"Delta Air Lines Inc.",3,4,65,-3,581,35
"American Airlines Inc.",5,7,20,-2,2153,-12
"Delta Air Lines Inc.",11,3,9,-2,453,-7
"US Airways Inc.",3,1,12,-8,666,-7
"Southwest Airlines Co.",9,3,9,34,1436,25
"American Airlines Inc.",2,1,49,825,1217,880
"Southwest Airlines Co.",6,7,22,-5,867,-3
"Atlantic Southeast Airlines",10,1,25,0,771,4
"American Airlines Inc.",4,5,12,-6,1431,-7
"Delta Air Lines Inc.",5,6,15,1,481,-11
"Delta Air Lines Inc.",8,6,17,0,859,0
"Delta Air Lines Inc.",1,5,14,-1,484,-10
"American Airlines Inc.",12,6,18,-5,204,3
"Delta Air Lines Inc.",8,5,12,0,930,-10
"Frontier Airlines Inc.",7,6,12,-4,1476,6
"Southwest Airlines Co.",4,7,10,-2,349,-13
"Delta Air Lines Inc.",8,1,29,-4,1010,-8
"American Eagle Airlines Inc.",9,5,53,11,738,35
"Atlantic Southeast Airlines",3,4,12,49,979,36
"American Airlines Inc.",3,2,38,3,989,18
"Southwest Airlines Co.",2,6,10,3,651,-3
"Southwest Airlines Co.",5,5,13,-5,601,-11
"Delta Air Lines Inc.",1,1,50,-1,1020,3
"Southwest Airlines Co.",10,4,20,-3,577,-3
"Atlantic Southeast Airlines",2,7,12,250,229,231
"JetBlue Airways",11,2,13,191,2465,180
"United Air Lines Inc.",12,1,11,3,1012,-11
"Skywest Airlines Inc.",10,7,16,2,73,7
"Southwest Airlines Co.",1,7,9,1,601,-20
"American Airlines Inc.",12,2,13,1,666,-4
"United Air Lines Inc.",10,6,8,6,1754,-10
"American Eagle Airlines Inc.",4,6,20,-3,693,-9
"United Air Lines Inc.",3,2,11,2,854,-19
"Delta Air Lines Inc.",8,3,14,0,409,-13
"JetBlue Airways",10,4,16,-3,759,-6
"Southwest Airlines Co.",5,5,14,-4,1011,-10
"American Airlines Inc.",1,1,12,-2,1372,-5
"American Eagle Airlines Inc.",4,5,12,252,265,243
"Delta Air Lines Inc.",9,2,18,32,366,23
"Hawaiian Airlines Inc.",12,7,7,-5,201,-4
"Skywest Airlines Inc.",9,2,16,59,386,58
"Southwest Airlines Co.",3,2,11,19,197,14
"Atlantic Southeast Airlines",3,4,16,-6,505,-18
"Southwest Airlines Co.",1,5,9,15,1671,13
"Skywest Airlines Inc.",6,1,36,-11,501,5
"Delta Air Lines Inc.",4,2,16,7,1547,0
"Frontier Airlines Inc.",3,1,14,29,927,28
"United Air Lines Inc.",3,4,18,-3,1400,-16
"Southwest Airlines Co.",12,7,7,31,920,4
"Atlantic Southeast Airlines",2,7,13,35,214,35
"Southwest Airlines Co.",9,2,8,-2,663,-15
"Delta Air Lines Inc.",10,2,9,-2,731,-10
"Southwest Airlines Co.",8,7,9,15,248,5
"Delta Air Lines Inc.",4,4,16,0,1127,-9
"United Air Lines Inc.",7,4,19,7,1009,-4
"American Eagle Airlines Inc.",8,5,13,14,282,23
"Delta Air Lines Inc.",3,2,24,20,760,1
"JetBlue Airways",6,6,44,-7,405,11
"Southwest Airlines Co.",7,6,15,0,1797,-12
"Delta Air Lines Inc.",6,6,13,-2,1671,-12
"United Air Lines Inc.",1,4,22,-1,978,-16
"Skywest Airlines Inc.",8,6,13,-5,387,-10
"Atlantic Southeast Airlines",9,3,8,-8,265,-9
"American Airlines Inc.",12,2,18,-5,742,-8
"Atlantic Southeast Airlines",8,7,16,-10,310,-12
"American Airlines Inc.",7,2,47,36,899,52
"Atlantic Southeast Airlines",4,2,7,-7,667,-19
"Delta Air Lines Inc.",12,2,14,-6,936,-17
"Delta Air Lines Inc.",12,1,11,-1,794,-23
"Atlantic Southeast Airlines",5,3,25,-10,1008,-7
"Delta Air Lines Inc.",9,1,16,-2,669,-8
"United Air Lines Inc.",2,1,18,6,867,-6
"US Airways Inc.",6,7,27,36,2153,24
"United Air Lines Inc.",9,3,15,1,826,-16
"US Airways Inc.",4,3,19,-1,1773,5
"JetBlue Airways",1,6,12,21,805,10
"US Airways Inc.",1,4,19,-2,468,-4
"Skywest Airlines Inc.",8,5,35,0,438,14
"American Eagle Airlines Inc.",9,5,40,3,139,12
"United Air Lines Inc.",7,2,16,8,1379,-13
"United Air Lines Inc.",10,7,13,-4,862,-5
"US Airways Inc.",6,1,18,7,184,-13
"Skywest Airlines Inc.",7,5,14,0,67,-5
"US Airways Inc.",2,5,11,-4,507,-7
"Atlantic Southeast Airlines",5,3,9,-9,190,8
"Alaska Airlines Inc.",5,5,4,-4,183,-5
"Southwest Airlines Co.",9,6,19,-2,973,-10
"Southwest Airlines Co.",7,5,7,42,283,29
"Delta Air Lines Inc.",12,2,14,-5,347,-16
"Skywest Airlines Inc.",4,3,16,-6,626,-3
"Alaska Airlines Inc.",11,5,12,-2,763,-4
"Skywest Airlines Inc.",9,3,18,5,109,0
"Delta Air Lines Inc.",9,2,21,3,554,-10
"Southwest Airlines Co.",11,2,9,5,453,-3
"Southwest Airlines Co.",2,5,6,45,460,28
"Southwest Airlines Co.",2,3,13,-1,337,-5
"American Eagle Airlines Inc.",4,4,23,-2,685,6
"Delta Air Lines Inc.",5,4,16,-3,503,-7
"American Airlines Inc.",7,2,15,-2,338,0
"US Airways Inc.",3,5,31,-5,214,-8
"Southwest Airlines Co.",3,1,7,49,393,45
"Skywest Airlines Inc.",8,7,12,-4,748,-17
"American Eagle Airlines Inc.",5,6,8,84,551,79
"Southwest Airlines Co.",1,6,9,-4,668,-20
"Delta Air Lines Inc.",11,1,8,-1,341,-21
"US Airways Inc.",3,4,12,9,1773,-2
"Atlantic Southeast Airlines",7,1,27,-4,637,-9
"Alaska Airlines Inc.",1,2,19,-4,680,-12
"Atlantic Southeast Airlines",9,2,19,-10,403,-6
"American Airlines Inc.",8,7,11,0,802,-17
"United Air Lines Inc.",6,6,17,4,1874,-5
"American Eagle Airlines Inc.",7,3,17,-4,108,-14
"United Air Lines Inc.",8,3,15,-3,3266,-12
"Skywest Airlines Inc.",12,3,27,-4,532,-11
"Atlantic Southeast Airlines",6,1,50,44,552,62
"American Airlines Inc.",1,4,12,-5,761,-13
"Southwest Airlines Co.",7,4,9,7,647,2
"Delta Air Lines Inc.",5,7,10,-2,1851,-26
"Atlantic Southeast Airlines",3,3,18,68,528,65
"Southwest Airlines Co.",3,1,8,64,647,61
"American Airlines Inc.",11,6,14,0,936,-9
"American Airlines Inc.",8,1,13,-8,331,-14
"United Air Lines Inc.",1,2,23,-1,1222,-9
"Southwest Airlines Co.",9,5,6,-1,419,-10
"Southwest Airlines Co.",6,2,14,73,386,75
"Southwest Airlines Co.",10,3,6,-3,874,-23
"United Air Lines Inc.",1,4,15,0,733,-15
"Delta Air Lines Inc.",11,7,13,-3,332,-14
"United Air Lines Inc.",10,2,19,-2,1723,-1
"Atlantic Southeast Airlines",11,5,13,26,201,17
"United Air Lines Inc.",12,3,14,-7,948,-22
"American Airlines Inc.",7,6,33,49,1440,53
"Southwest Airlines Co.",5,7,9,-2,283,-17
"Skywest Airlines Inc.",6,1,29,40,158,39
"Southwest Airlines Co.",3,4,10,-3,1073,-16
"Southwest Airlines Co.",4,6,10,-7,990,-28
"Southwest Airlines Co.",2,3,7,-6,258,-18
"American Eagle Airlines Inc.",10,3,17,-5,134,-7
"Skywest Airlines Inc.",8,1,22,-3,373,-8
"United Air Lines Inc.",12,5,15,-2,867,-15
"American Eagle Airlines Inc.",6,4,12,-10,431,-7
"Southwest Airlines Co.",10,4,13,44,2106,32
"Delta Air Lines Inc.",3,3,17,-2,591,-10
"JetBlue Airways",8,1,26,-5,187,-18
"Atlantic Southeast Airlines",3,5,8,-10,130,-7
"Atlantic Southeast Airlines",5,2,18,-4,448,-5
"Southwest Airlines Co.",3,3,11,4,239,6
"United Air Lines Inc.",5,4,40,4,2425,3
"American Airlines Inc.",7,6,12,-7,1096,-21
"Skywest Airlines Inc.",11,6,45,30,911,48
"Alaska Airlines Inc.",1,4,11,20,978,19
"Atlantic Southeast Airlines",10,2,23,-5,503,-3
"JetBlue Airways",11,6,13,60,944,70
"Delta Air Lines Inc.",8,1,22,-2,731,-4
"Delta Air Lines Inc.",10,7,15,-11,1020,-26
"Alaska Airlines Inc.",11,6,14,-1,2688,26
"Atlantic Southeast Airlines",4,2,11,-11,128,-11
"Atlantic Southeast Airlines",1,1,44,-5,651,13
"Frontier Airlines Inc.",4,4,8,6,862,4
"Frontier Airlines Inc.",11,7,39,-7,1506,29
"Spirit Air Lines",3,4,17,-2,689,-5
"American Eagle Airlines Inc.",3,5,21,24,227,33
"Southwest Airlines Co.",7,1,7,-2,239,-9
"Southwest Airlines Co.",7,4,14,26,2173,28
"Delta Air Lines Inc.",12,6,21,0,760,-6
"Delta Air Lines Inc.",4,5,93,-2,547,91
"Southwest Airlines Co.",3,2,10,21,516,15
"Skywest Airlines Inc.",8,1,15,-5,387,-6
"American Airlines Inc.",5,6,16,-7,989,7
"Skywest Airlines Inc.",7,2,13,-10,908,-17
"American Airlines Inc.",9,7,23,-7,2378,-15
"American Airlines Inc.",6,4,26,39,1089,25
"Southwest Airlines Co.",1,2,10,-5,187,-6
"Delta Air Lines Inc.",7,1,15,11,746,-6
"Southwest Airlines Co.",3,5,9,-1,349,-13
"US Airways Inc.",4,7,18,-6,399,-9
"United Air Lines Inc.",6,5,16,31,775,20
"American Airlines Inc.",7,4,17,11,304,14
"Skywest Airlines Inc.",11,5,28,-6,192,5
"American Airlines Inc.",10,3,22,-3,328,0
"Frontier Airlines Inc.",8,3,11,5,602,0
"Delta Air Lines Inc.",1,7,35,21,1620,11
"Delta Air Lines Inc.",2,6,20,4,594,2
"Atlantic Southeast Airlines",2,5,14,-10,357,-16
"American Airlines Inc.",7,7,11,426,985,405
"Southwest Airlines Co.",1,2,12,-3,587,-3
"Southwest Airlines Co.",5,7,21,0,223,7
"Delta Air Lines Inc.",3,2,18,-2,502,2
"Delta Air Lines Inc.",3,1,15,-7,223,-23
"Southwest Airlines Co.",7,5,10,-3,488,-5
"American Airlines Inc.",3,5,21,-4,604,-6
"Atlantic Southeast Airlines",4,2,9,-9,610,-30
"Delta Air Lines Inc.",2,4,10,-6,250,-10
"Skywest Airlines Inc.",9,6,15,-8,67,-9
"American Eagle Airlines Inc.",5,2,13,-6,299,-8
"American Airlines Inc.",8,6,12,-8,683,-25
"JetBlue Airways",7,2,10,-7,759,-23
"American Airlines Inc.",8,5,48,69,1721,83
"Atlantic Southeast Airlines",5,1,59,-2,433,44
"Southwest Airlines Co.",9,2,10,-3,587,-13
"American Airlines Inc.",5,4,25,3,1744,-7
"JetBlue Airways",9,3,16,-8,828,-22
"Southwest Airlines Co.",5,3,6,68,239,65
"American Airlines Inc.",10,7,14,-7,328,-9
"Skywest Airlines Inc.",1,7,22,-7,421,3
"JetBlue Airways",4,3,12,1,319,2
"Southwest Airlines Co.",1,3,11,1,319,7
"JetBlue Airways",1,3,26,-10,369,-9
"Atlantic Southeast Airlines",12,4,22,-3,399,-2
"American Airlines Inc.",8,3,40,46,666,49
"Southwest Airlines Co.",7,4,9,76,687,71
"US Airways Inc.",4,4,27,-3,2402,-36
"Atlantic Southeast Airlines",3,5,10,65,229,71
"Skywest Airlines Inc.",1,5,8,-7,109,-13
"Spirit Air Lines",7,2,9,-2,1171,-18
"Alaska Airlines Inc.",10,1,11,-10,697,-11
"Southwest Airlines Co.",3,7,10,0,333,2
"American Eagle Airlines Inc.",11,4,22,-7,157,-2
"Spirit Air Lines",1,4,40,-4,925,13
"American Airlines Inc.",12,6,10,28,224,16
"Atlantic Southeast Airlines",1,4,45,-5,576,2
"Skywest Airlines Inc.",9,7,54,-5,421,26
"Alaska Airlines Inc.",2,4,15,-4,224,-11
"Southwest Airlines Co.",4,5,8,55,220,41
"JetBlue Airways",12,2,18,19,1056,22
"Alaska Airlines Inc.",7,4,18,10,1448,7
"Atlantic Southeast Airlines",5,6,5,-1,173,-10
"Spirit Air Lines",2,6,14,1,1182,-20
"JetBlue Airways",12,7,11,5,353,9
"Skywest Airlines Inc.",6,2,28,42,1195,31
"Southwest Airlines Co.",3,4,14,1,668,-5
"Delta Air Lines Inc.",1,1,10,-2,588,-14
"Delta Air Lines Inc.",10,1,18,-3,689,-14
"Atlantic Southeast Airlines",2,3,24,2,533,11
"United Air Lines Inc.",8,7,10,-4,948,-8
"Atlantic Southeast Airlines",9,2,26,-9,563,2
"Southwest Airlines Co.",1,3,22,-1,860,39
"Virgin America",11,7,34,16,2475,16
"Atlantic Southeast Airlines",9,5,8,-10,102,-19
"Atlantic Southeast Airlines",9,6,11,-3,448,-16
"Delta Air Lines Inc.",5,3,15,-3,1892,-18
"United Air Lines Inc.",9,7,10,-2,1008,-27
"Delta Air Lines Inc.",10,5,18,31,2519,21
"Skywest Airlines Inc.",5,2,11,31,558,23
"Delta Air Lines Inc.",2,2,11,-3,746,-16
"American Airlines Inc.",1,2,16,0,1726,-9
"Southwest Airlines Co.",5,4,11,-3,692,-20
"American Eagle Airlines Inc.",4,5,12,19,491,5
"Southwest Airlines Co.",12,3,13,45,674,42
"Southwest Airlines Co.",7,2,7,26,770,17
"Delta Air Lines Inc.",8,6,12,-4,692,-2
"United Air Lines Inc.",6,7,17,-2,2139,0
"Spirit Air Lines",1,5,12,386,1306,371
"American Eagle Airlines Inc.",4,5,15,65,888,48
"American Airlines Inc.",5,2,8,87,431,72
"United Air Lines Inc.",3,2,36,22,937,29
"American Airlines Inc.",3,4,24,3,2475,-12
"Atlantic Southeast Airlines",8,3,16,-14,595,-19
"Southwest Airlines Co.",12,5,9,-1,682,-29
"Atlantic Southeast Airlines",3,6,11,-6,83,-21
"Delta Air Lines Inc.",6,6,14,16,1481,-2
"Atlantic Southeast Airlines",10,3,17,-7,849,-12
"Atlantic Southeast Airlines",3,3,9,-6,563,-19
"Southwest Airlines Co.",7,3,15,-2,1199,-14
"Southwest Airlines Co.",8,7,8,-5,325,-3
"Atlantic Southeast Airlines",2,5,9,-5,551,-3
"American Airlines Inc.",10,1,12,-7,224,-13
"US Airways Inc.",1,7,13,-1,650,-6
"Atlantic Southeast Airlines",10,4,20,84,529,84
"Spirit Air Lines",5,5,15,-10,399,-5
"United Air Lines Inc.",5,3,19,-2,1123,-7
"Skywest Airlines Inc.",2,7,10,-1,150,6
"American Eagle Airlines Inc.",6,3,11,-11,431,-14
"United Air Lines Inc.",1,4,13,-6,1208,-10
"United Air Lines Inc.",8,1,32,13,937,16
"Virgin America",6,2,9,4,337,0
"Alaska Airlines Inc.",9,1,15,-3,1216,-13
"Southwest Airlines Co.",8,7,21,-1,1313,-8
"Atlantic Southeast Airlines",7,7,12,2,408,-2
"Southwest Airlines Co.",4,4,14,22,528,21
"Southwest Airlines Co.",12,2,10,8,386,-2
"Southwest Airlines Co.",10,6,9,-5,725,-33
"Frontier Airlines Inc.",10,4,12,-8,391,-11
"Frontier Airlines Inc.",8,3,14,9,1824,3
"Hawaiian Airlines Inc.",6,6,9,-2,102,-5
"Hawaiian Airlines Inc.",8,1,6,-3,100,2
"Delta Air Lines Inc.",11,4,10,33,404,21
"American Airlines Inc.",6,2,15,8,802,13
"Southwest Airlines Co.",5,6,9,-2,1521,-28
"Southwest Airlines Co.",4,5,8,-4,1218,-20
"Delta Air Lines Inc.",11,2,9,-4,773,-20
"American Eagle Airlines Inc.",9,1,12,-8,268,-6
"Delta Air Lines Inc.",3,7,24,0,859,12
"JetBlue Airways",2,3,18,-3,1076,-1
"Southwest Airlines Co.",6,1,10,1,436,1
"American Airlines Inc.",8,5,21,-3,280,-1
"Skywest Airlines Inc.",11,5,11,6,784,-3
"United Air Lines Inc.",1,4,10,26,1290,5
"Skywest Airlines Inc.",7,4,17,-3,491,-2
"American Airlines Inc.",12,3,19,9,325,7
"Skywest Airlines Inc.",7,3,12,91,606,76
"American Airlines Inc.",12,4,15,11,224,3
"Spirit Air Lines",6,5,21,10,925,-3
"Southwest Airlines Co.",12,4,10,-5,717,-43
"American Airlines Inc.",7,5,13,-4,1258,-23
"Delta Air Lines Inc.",11,3,12,-3,393,-5
"American Airlines Inc.",10,7,11,-1,802,-38
"Skywest Airlines Inc.",7,3,20,-4,67,-15
"United Air Lines Inc.",12,3,9,37,853,11
"Skywest Airlines Inc.",2,1,34,18,978,26
